"Site_ID","Site_Name","Latitude","Longitude","Elevation","Sample_ID","Type","Start_Date","Start_Time_Zone","Collection_Date","Collection_Time_Zone","Phase","Depth_meters","Sample_Comments","d2H","d18O","D17O","d2H_Analytical_SD","d18O_Analytical_SD","D17O_Analytical_SD","WI_Analysis_Source","Project_ID","Bout","Species","Dex","Dex.off"
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"20-196_CPER1-C-5","Stem","",NA,"2020-08-14 00:00:00",6,NA,NA,"Eriogonum effusum",-88.7858914986,-6.8812080105,NA,0.0255663965342585,0.0615900999078209,NA,"SPATIAL",384,"CPER1","Eriogonum effusum",-33.7362274146,18.7836536768
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"20-196_CPER1-D-1","Stem","",NA,"2020-08-14 00:00:00",6,NA,NA,"Artemesia frigida",-68.6914567694,6.1919474746,NA,0.063621791101224,0.0155998132599974,NA,"SPATIAL",384,"CPER1","Artemisia frigida",-118.2270365662,-65.7071554748
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"20-196_CPER1-D-2","Stem","",NA,"2020-08-14 00:00:00",6,NA,NA,"Artemesia frigida",-63.9586144459,5.1636388932,NA,0.579173964684674,0.0882727355877713,NA,"SPATIAL",384,"CPER1","Artemisia frigida",-105.2677255915,-52.7478445001
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"20-196_CPER1-D-3","Stem","",NA,"2020-08-14 00:00:00",6,NA,NA,"Artemesia frigida",-49.352411063,15.4176554221,NA,0.317511462964149,0.0406772019932359,NA,"SPATIAL",384,"CPER1","Artemisia frigida",-172.6936544398,-120.1737733484
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"20-196_CPER1-D-4","Stem","",NA,"2020-08-14 00:00:00",6,NA,NA,"Artemesia frigida",-67.0024336,-2.0344950343,NA,0.0232322580342384,0.0229055350224645,NA,"SPATIAL",384,"CPER1","Artemisia frigida",-50.7264733256,1.79340776579999
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"20-196_CPER1-D-5","Stem","",NA,"2020-08-14 00:00:00",6,NA,NA,"Artemesia frigida",-55.0497940197,1.893171154,NA,0.134019527031463,0.0320707691540136,NA,"SPATIAL",384,"CPER1","Artemisia frigida",-70.1951632517,-17.6752821603
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"20-196_CPER1-E-1","Stem","",NA,"2020-08-14 00:00:00",6,NA,NA,"Elymus elymoides",-67.3831826675,0.2050278016,NA,0.0566438354672221,0.0243816453142216,NA,"SPATIAL",384,"CPER1","Elymus elymoides",-69.0234050803,-16.5035239889
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"20-196_CPER1-E-3","Stem","",NA,"2020-08-14 00:00:00",6,NA,NA,"Elymus elymoides",-68.2282228326,-0.7226436845,NA,0.246319609347787,0.0380197461832025,NA,"SPATIAL",384,"CPER1","Elymus elymoides",-62.4470733566,-9.9271922652
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"20-196_NIWO1-A-1","Stem","",NA,"2020-08-17 00:00:00",6,NA,NA,"Geum rossii",-105.5117137473,1.2581075645,NA,0.181330538400708,0.0262944696156479,NA,"SPATIAL",384,"NIWO1","Geum rossii",-115.5765742633,-95.9297542772
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"20-196_NIWO1-A-2","Stem","",NA,"2020-08-17 00:00:00",6,NA,NA,"Geum rossii",-119.8438421886,-4.2472553223,NA,0.250391166657242,0.0780950861984207,NA,"SPATIAL",384,"NIWO1","Geum rossii",-85.8657996102,-66.2189796241
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"20-196_NIWO1-A-3","Stem","",NA,"2020-08-17 00:00:00",6,NA,NA,"Geum rossii",-71.1708599372,5.2637413215,NA,0.540432160599055,0.197214727302166,NA,"SPATIAL",384,"NIWO1","Geum rossii",-113.2807905092,-93.6339705231
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"20-196_NIWO1-A-4","Stem","",NA,"2020-08-17 00:00:00",6,NA,NA,"Geum rossii",-108.9966255951,0.8677957427,NA,0.174312437210488,0.0379221086273278,NA,"SPATIAL",384,"NIWO1","Geum rossii",-115.9389915367,-96.2921715506
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"20-196_NIWO1-A-5","Stem","",NA,"2020-08-17 00:00:00",6,NA,NA,"Geum rossii",-107.2185058391,2.6442100598,NA,0.333761110913508,0.0840088615217494,NA,"SPATIAL",384,"NIWO1","Geum rossii",-128.3721863175,-108.7253663314
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"20-196_NIWO1-B-1","Stem","",NA,"2020-08-17 00:00:00",6,NA,NA,"Carex rupestris",-73.2851093649,-1.3518856108,NA,0.125954972559408,0.0482043175009946,NA,"SPATIAL",384,"NIWO1","Carex rupestris",-62.4700244785,-42.8232044924
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"20-196_NIWO1-B-2","Stem","",NA,"2020-08-17 00:00:00",6,NA,NA,"Carex rupestris",-93.9437522136,-6.5348367324,NA,0.0512765926898925,0.0182259100941584,NA,"SPATIAL",384,"NIWO1","Carex rupestris",-41.6650583544,-22.0182383683
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"20-196_NIWO1-B-3","Stem","",NA,"2020-08-17 00:00:00",6,NA,NA,"Carex rupestris",-53.9604223214,1.4006417661,NA,0.203069401351058,0.0227597688660234,NA,"SPATIAL",384,"NIWO1","Carex rupestris",-65.1655564502,-45.5187364641
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"20-196_NIWO1-B-4","Stem","",NA,"2020-08-17 00:00:00",6,NA,NA,"Carex rupestris",-95.1879312467,-4.9097707058,NA,0.325368119019932,0.0110454148965285,NA,"SPATIAL",384,"NIWO1","Carex rupestris",-55.9097656003,-36.2629456142
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"20-196_NIWO1-B-5","Stem","",NA,"2020-08-17 00:00:00",6,NA,NA,"Carex rupestris",-102.2708993346,-6.9225658949,NA,0.23287742667201,0.105273600567819,NA,"SPATIAL",384,"NIWO1","Carex rupestris",-46.8903721754,-27.2435521893
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"20-196_NIWO1-C-1","Stem","",NA,"2020-08-17 00:00:00",6,NA,NA,"Abies lesiocarpa",-111.9708040485,-9.989622141,NA,0.282223379504962,0.00564046460574585,NA,"SPATIAL",384,"NIWO1","Abies lesiocarpa",-32.0538269205,-12.4070069344
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"20-196_NIWO1-C-2","Stem","",NA,"2020-08-17 00:00:00",6,NA,NA,"Abies lesiocarpa",-125.0149029122,-13.9225469921,NA,0.139579766896878,0.0372288379432924,NA,"SPATIAL",384,"NIWO1","Abies lesiocarpa",-13.6345269754,6.01229301069999
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"20-196_NIWO1-C-3","Stem","",NA,"2020-08-17 00:00:00",6,NA,NA,"Abies lesiocarpa",-126.8442890605,-15.0154124693,NA,0.436208795085412,0.179609498885021,NA,"SPATIAL",384,"NIWO1","Abies lesiocarpa",-6.72098930610001,12.92583068
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"20-196_NIWO1-C-4","Stem","",NA,"2020-08-17 00:00:00",6,NA,NA,"Abies lesiocarpa",-138.7167529918,-16.7791069964,NA,0.128812107276499,0.039203461471224,NA,"SPATIAL",384,"NIWO1","Abies lesiocarpa",-4.48389702060001,15.1629229655
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"20-196_NIWO1-C-5","Stem","",NA,"2020-08-17 00:00:00",6,NA,NA,"Abies lesiocarpa",-138.8929219691,-15.7357462964,NA,0.102571380602787,0.036247933547966,NA,"SPATIAL",384,"NIWO1","Abies lesiocarpa",-13.0069515979,6.6398683882
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"20-196_NIWO1-D-1","Stem","",NA,"2020-08-17 00:00:00",6,NA,NA,"Minuartia obtusiloba",-119.9703725,-7.3299982674,NA,0.522592501908994,0.129984297870194,NA,"SPATIAL",384,"NIWO1","Minuartia obtusiloba",-61.3303863608,-41.6835663747
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"20-196_NIWO1-D-2","Stem","",NA,"2020-08-17 00:00:00",6,NA,NA,"Minuartia obtusiloba",-106.6583071727,0.0576666632,NA,0.0426387142873068,0.0370216579530294,NA,"SPATIAL",384,"NIWO1","Minuartia obtusiloba",-107.1196404783,-87.4728204922
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"20-196_NIWO1-D-3","Stem","",NA,"2020-08-17 00:00:00",6,NA,NA,"Minuartia obtusiloba",-84.0111916803,-4.3573590736,NA,0.26667482569786,0.0636715716755363,NA,"SPATIAL",384,"NIWO1","Minuartia obtusiloba",-49.1523190915,-29.5054991054
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"20-196_NIWO1-D-4","Stem","",NA,"2020-08-17 00:00:00",6,NA,NA,"Minuartia obtusiloba",-125.7108579026,-12.6813933862,NA,0.4015784571869,0.045478188273316,NA,"SPATIAL",384,"NIWO1","Minuartia obtusiloba",-24.259710813,-4.6128908269
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"20-196_NIWO1-D-5","Stem","",NA,"2020-08-17 00:00:00",6,NA,NA,"Minuartia obtusiloba",-121.4585938956,-9.5676346771,NA,0.47375734385109,0.171785962459322,NA,"SPATIAL",384,"NIWO1","Minuartia obtusiloba",-44.9175164788,-25.2706964927
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"20-196_NIWO1-E-1","Stem","",NA,"2020-08-17 00:00:00",6,NA,NA,"Salix sp.",-110.2358249604,-8.5789989132,NA,0.401992230207691,0.031362441999171,NA,"SPATIAL",384,"NIWO1","Salix sp.",-41.6038336548,-21.9570136687
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"20-196_NIWO1-E-2","Stem","",NA,"2020-08-17 00:00:00",6,NA,NA,"Salix sp.",-121.6281917096,-12.5703747374,NA,0.174210481192405,0.0282563499640457,NA,"SPATIAL",384,"NIWO1","Salix sp.",-21.0651938104,-1.41837382430001
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"20-196_NIWO1-E-3","Stem","",NA,"2020-08-17 00:00:00",6,NA,NA,"Salix sp.",-127.9531321928,-12.9637558599,NA,0.432344078777444,0.0363552379448727,NA,"SPATIAL",384,"NIWO1","Salix sp.",-24.2430853136,-4.59626532750001
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"20-196_NIWO1-E-4","Stem","",NA,"2020-08-17 00:00:00",6,NA,NA,"Salix sp.",-128.4961244058,-14.4734804349,NA,0.0712998388090471,0.00907992138338249,NA,"SPATIAL",384,"NIWO1","Salix sp.",-12.7082809266,6.9385390595
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"20-196_NIWO1-E-5","Stem","",NA,"2020-08-17 00:00:00",6,NA,NA,"Salix sp.",-131.2864452622,-11.8880922346,NA,0.133167214865344,0.0168503472337545,NA,"SPATIAL",384,"NIWO1","Salix sp.",-36.1817073854,-16.5348873993
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"20-196_SCBI1-A-1","Stem","",NA,"2020-08-13 00:00:00",5,NA,NA,"Liriodendron tulipifera",-42.2759806927,-5.1095069015,NA,0.0644438714499324,0.0226484927532329,NA,"SPATIAL",384,"SCBI1","Liriodendron tulipifera",-1.39992548070001,13.1534084436
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"20-196_SCBI1-A-2","Stem","",NA,"2020-08-13 00:00:00",5,NA,NA,"Liriodendron tulipifera",-33.5346630964,-0.4294169007,NA,0.149704356501847,0.120092268573223,NA,"SPATIAL",384,"SCBI1","Liriodendron tulipifera",-30.0993278908,-15.5459939665
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"20-196_SCBI1-A-3","Stem","",NA,"2020-08-13 00:00:00",5,NA,NA,"Liriodendron tulipifera",-47.7251866496,-6.0615410157,NA,0.237216161642038,0.0274932583868774,NA,"SPATIAL",384,"SCBI1","Liriodendron tulipifera",0.767141475999999,15.3204754003
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"20-196_SCBI1-A-4","Stem","",NA,"2020-08-13 00:00:00",5,NA,NA,"Liriodendron tulipifera",-31.5016077926,-0.3573206274,NA,0.296899762455612,0.120219222447876,NA,"SPATIAL",384,"SCBI1","Liriodendron tulipifera",-28.6430427734,-14.0897088491
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"20-196_SCBI1-A-5","Stem","",NA,"2020-08-13 00:00:00",5,NA,NA,"Liriodendron tulipifera",-40.5384290077,-4.5891647417,NA,0.0488707777928498,0.0186348538876515,NA,"SPATIAL",384,"SCBI1","Liriodendron tulipifera",-3.8251110741,10.7282228502
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"20-196_SCBI1-B-1","Stem","",NA,"2020-08-13 00:00:00",5,NA,NA,"Quercus rubra",-37.8129481413,-3.3493648506,NA,0.152456470651029,0.0264717949660416,NA,"SPATIAL",384,"SCBI1","Quercus rubra",-11.0180293365,3.5353045878
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"20-196_SCBI1-B-2","Stem","",NA,"2020-08-13 00:00:00",5,NA,NA,"Quercus rubra",-40.7662457783,-4.170742798,NA,0.151652786242658,0.0473564849297073,NA,"SPATIAL",384,"SCBI1","Quercus rubra",-7.4003033943,7.15303053
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"20-196_SCBI1-B-3","Stem","",NA,"2020-08-13 00:00:00",5,NA,NA,"Quercus rubra",-42.8329188168,-3.4445432196,NA,0.343079731756966,0.135969487168989,NA,"SPATIAL",384,"SCBI1","Quercus rubra",-15.27657306,-0.723239135700004
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"20-196_SCBI1-B-4","Stem","",NA,"2020-08-13 00:00:00",5,NA,NA,"Quercus rubra",-35.5038302138,-2.3779190921,NA,0.0477328711063771,0.0474662537026532,NA,"SPATIAL",384,"SCBI1","Quercus rubra",-16.480477477,-1.9271435527
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"20-196_SCBI1-B-5","Stem","",NA,"2020-08-13 00:00:00",5,NA,NA,"Quercus rubra",-30.4790164878,-2.9438196062,NA,0.210862226747981,0.0663027302657282,NA,"SPATIAL",384,"SCBI1","Quercus rubra",-6.9284596382,7.6248742861
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"20-196_SCBI1-C-1","Stem","",NA,"2020-08-13 00:00:00",5,NA,NA,"Quercus alba",-41.1750445795,-4.5286449051,NA,0.0445539036559389,0.0266552427191252,NA,"SPATIAL",384,"SCBI1","Quercus alba",-4.9458853387,9.6074485856
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"20-196_SCBI1-C-2","Stem","",NA,"2020-08-13 00:00:00",5,NA,NA,"Quercus alba",-39.6270194723,-3.0955104519,NA,0.13882616792945,0.00433192159151796,NA,"SPATIAL",384,"SCBI1","Quercus alba",-14.8629358571,-0.309601932799998
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"20-196_SCBI1-C-3","Stem","",NA,"2020-08-13 00:00:00",5,NA,NA,"Quercus alba",-32.1459123834,3.1172204272,NA,0.365249189505455,0.0854166121392733,NA,"SPATIAL",384,"SCBI1","Quercus alba",-57.083675801,-42.5303418767
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"20-196_SCBI1-C-4","Stem","",NA,"2020-08-13 00:00:00",5,NA,NA,"Quercus alba",-54.7922908875,-7.1055788017,NA,0.204886768494927,0.0265205578620839,NA,"SPATIAL",384,"SCBI1","Quercus alba",2.0523395261,16.6056734504
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"20-196_SCBI1-C-5","Stem","",NA,"2020-08-13 00:00:00",5,NA,NA,"Quercus alba",-55.2591195005,-6.9504784096,NA,0.0647052507271627,0.0275405209582261,NA,"SPATIAL",384,"SCBI1","Quercus alba",0.344707776299998,14.8980417006
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"20-196_SCBI1-D-1","Stem","",NA,"2020-08-13 00:00:00",5,NA,NA,"Juglans nigra",-44.4195095089,-4.5625943569,NA,0.523080848042439,0.0154095757661947,NA,"SPATIAL",384,"SCBI1","Juglans nigra",-7.9187546537,6.6345792706
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"20-196_SCBI1-D-2","Stem","",NA,"2020-08-13 00:00:00",5,NA,NA,"Juglans nigra",-45.2368647813,-5.8418490442,NA,0.262857822906887,0.109752811810351,NA,"SPATIAL",384,"SCBI1","Juglans nigra",1.4979275723,16.0512614966
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"20-196_SCBI1-D-3","Stem","",NA,"2020-08-13 00:00:00",5,NA,NA,"Juglans nigra",-38.2297352152,-2.93207755,NA,0.100805273460755,0.0307988928974914,NA,"SPATIAL",384,"SCBI1","Juglans nigra",-14.7731148152,-0.219780890900003
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"20-196_SCBI1-D-4","Stem","",NA,"2020-08-13 00:00:00",5,NA,NA,"Juglans nigra",-27.5487475204,1.1589027431,NA,0.239929367257799,0.0327191850991027,NA,"SPATIAL",384,"SCBI1","Juglans nigra",-36.8199694652,-22.2666355409
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"20-196_SCBI1-D-5","Stem","",NA,"2020-08-13 00:00:00",5,NA,NA,"Juglans nigra",-45.9438458373,-3.2421669288,NA,0.078812574801343,0.0305930799113693,NA,"SPATIAL",384,"SCBI1","Juglans nigra",-20.0065104069,-5.4531764826
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"20-196_UNDE1-A-1","Stem","",NA,"2020-08-27 00:00:00",6,NA,NA,"Acer saccharum",-58.922941075,-4.648755986,NA,0.378218285209151,0.0967576041232906,NA,"SPATIAL",384,"UNDE1","Acer saccharum",-21.732893187,12.4847627919
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"20-196_UNDE1-A-2","Stem","",NA,"2020-08-27 00:00:00",6,NA,NA,"Acer saccharum",-56.3590272184,-6.0438415953,NA,0.262598992284272,0.0491545034958336,NA,"SPATIAL",384,"UNDE1","Acer saccharum",-8.008294456,26.2093615229
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"20-196_UNDE1-A-3","Stem","",NA,"2020-08-27 00:00:00",6,NA,NA,"Acer saccharum",-56.7156244271,-6.206184102,NA,0.1635467877657,0.00695459642673692,NA,"SPATIAL",384,"UNDE1","Acer saccharum",-7.0661516111,27.1515043678
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"20-196_UNDE1-A-5","Stem","",NA,"2020-08-27 00:00:00",6,NA,NA,"Acer saccharum",-54.4408429003,-5.8547056389,NA,0.186440881979774,0.045712814891315,NA,"SPATIAL",384,"UNDE1","Acer saccharum",-7.6031977891,26.6144581898
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"20-196_UNDE1-B-1","Stem","",NA,"2020-08-27 00:00:00",6,NA,NA,"Acer rubrum",-49.1469930946,-4.683054203,NA,0.149572476616923,0.0295917861306796,NA,"SPATIAL",384,"UNDE1","Acer rubrum",-11.6825594706,22.5350965083
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"20-196_UNDE1-B-2","Stem","",NA,"2020-08-27 00:00:00",6,NA,NA,"Acer rubrum",-58.146884255,-5.145720362,NA,0.0990053587253776,0.0297205612884168,NA,"SPATIAL",384,"UNDE1","Acer rubrum",-16.981121359,17.2365346199
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"20-196_UNDE1-B-3","Stem","",NA,"2020-08-27 00:00:00",6,NA,NA,"Acer rubrum",-56.727269993,-5.9971736028,NA,0.136911135436864,0.0189596188300716,NA,"SPATIAL",384,"UNDE1","Acer rubrum",-8.7498811706,25.4677748083
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"20-196_UNDE1-B-4","Stem","",NA,"2020-08-27 00:00:00",6,NA,NA,"Acer rubrum",-61.350972276,-6.5648820638,NA,0.161328021896144,0.0457053412702851,NA,"SPATIAL",384,"UNDE1","Acer rubrum",-8.8319157656,25.3857402133
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"20-196_UNDE1-B-5","Stem","",NA,"2020-08-27 00:00:00",6,NA,NA,"Acer rubrum",-59.1205069563,-6.623112297,NA,0.0647227083804238,0.0552875284371308,NA,"SPATIAL",384,"UNDE1","Acer rubrum",-6.1356085803,28.0820473986
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"20-196_UNDE1-C-1","Stem","",NA,"2020-08-27 00:00:00",6,NA,NA,"Betula papyrifera",-54.696251802,-5.7925778601,NA,0.641384980060374,0.0166499669061258,NA,"SPATIAL",384,"UNDE1","Betula papyrifera",-8.3556289212,25.8620270577
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"20-196_UNDE1-C-2","Stem","",NA,"2020-08-27 00:00:00",6,NA,NA,"Betula papyrifera",-71.9026303545,-5.4383044406,NA,0.23141861029488,0.0838538807482888,NA,"SPATIAL",384,"UNDE1","Betula papyrifera",-28.3961948297,5.82146114919999
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"20-196_UNDE1-C-3","Stem","",NA,"2020-08-27 00:00:00",6,NA,NA,"Betula papyrifera",-75.5841809949,-8.2885772643,NA,0.365718708348168,0.0744102273295655,NA,"SPATIAL",384,"UNDE1","Betula papyrifera",-9.27556288049999,24.9420930984
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"20-196_UNDE1-C-4","Stem","",NA,"2020-08-27 00:00:00",6,NA,NA,"Betula papyrifera",-57.7173582302,-5.7820096025,NA,0.333361934329102,0.0659689246966497,NA,"SPATIAL",384,"UNDE1","Betula papyrifera",-11.4612814102,22.7563745687
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"20-196_UNDE1-C-5","Stem","",NA,"2020-08-27 00:00:00",6,NA,NA,"Betula papyrifera",-73.7684069972,-8.8377159165,NA,0.148290653966865,0.0184140387708913,NA,"SPATIAL",384,"UNDE1","Betula papyrifera",-3.0666796652,31.1509763137
